ダウンロードした時刻：2022/02/23 22:14:11

,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川
2014/4/4,-1.1,8,1,7.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,0.1,8,2,28.0,0,8,1,0.0,0,8,2,91,8,2,2.56,8,1,982.8,8,1
2014/4/5,-0.7,8,1,0.5,8,1,0.5,8,2,,0,1,,0,1,,0,1,-0.5,8,2,3.0,0,8,1,0.2,0,8,2,74,8,2,10.90,8,1,980.6,8,1
2014/4/6,-0.3,8,1,3.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,0.4,8,2,1.5,0,8,1,1.2,0,8,2,71,8,2,10.29,8,1,983.3,8,1
2014/4/7,0.9,8,1,0.5,8,1,8.2,8,2,,0,1,,0,1,,0,1,1.6,8,2,0.0,0,8,1,9.4,0,8,2,58,8,2,22.11,8,1,987.2,8,1
2015/3/15,2.4,8,1,5.5,8,1,0.1,8,2,,0,1,,0,1,,0,1,1.8,8,2,0.0,0,8,1,1.5,0,8,2,71,8,2,10.19,8,1,1003.9,8,1
2015/3/16,4.1,8,1,2.0,8,1,2.4,8,2,,0,1,,0,1,,0,1,4.3,8,2,0.0,0,8,1,3.2,0,8,2,64,8,2,10.45,8,1,1003.2,8,1
2015/3/17,3.7,8,1,0.5,8,1,0.1,8,2,,0,1,,0,1,,0,1,5.1,8,2,0.5,0,8,1,1.2,0,8,2,69,8,2,8.39,8,1,997.2,8,1
2015/3/18,0.7,8,1,0.0,8,1,9.6,8,2,,0,1,,0,1,,0,1,2.8,8,2,0.0,0,8,1,9.9,0,8,2,68,8,2,19.20,8,1,1001.4,8,1
2015/3/19,-0.3,8,1,0.0,8,1,9.9,8,2,,0,1,,0,1,,0,1,1.8,8,2,0,1,8,1,9.4,0,8,2,66,8,2,17.60,8,1,998.4,8,1
2015/3/20,-0.3,8,1,2.5,8,1,0.3,8,2,,0,1,,0,1,,0,1,0.9,8,2,0.0,0,8,1,0.0,0,8,2,87,8,2,4.38,8,1,996.7,8,1
2015/3/21,2.1,8,1,0.0,8,1,6.1,8,2,,0,1,,0,1,,0,1,3.6,8,2,0.0,0,8,1,10.7,0,8,2,68,8,2,19.28,8,1,996.3,8,1
2015/3/22,1.0,8,1,0.0,8,1,0.7,8,2,,0,1,,0,1,,0,1,1.8,8,2,0.5,0,8,1,1.0,0,8,2,87,8,2,6.97,8,1,992.5,8,1
2015/3/23,-0.2,8,1,19.5,8,1,1.4,8,2,,0,1,,0,1,,0,1,0.9,8,2,1.0,0,8,1,3.0,0,8,2,74,8,2,10.05,8,1,989.8,8,1
2015/3/24,-0.1,8,1,6.5,8,1,4.8,8,2,,0,1,,0,1,,0,1,-1.2,8,2,1.5,0,8,1,3.8,0,8,2,71,8,2,12.74,8,1,989.8,8,1
2015/3/25,-0.3,8,1,3.0,8,1,3.3,8,2,,0,1,,0,1,,0,1,0.4,8,2,0.5,0,8,1,8.9,0,8,2,68,8,2,19.33,8,1,1003.9,8,1
2015/3/26,1.1,8,1,0.0,8,1,10.2,8,2,,0,1,,0,1,,0,1,3.3,8,2,0,1,8,1,10.4,0,8,2,60,8,2,19.18,8,1,1004.2,8,1
2015/3/27,7.1,8,1,0.0,8,1,7.9,8,2,,0,1,,0,1,,0,1,7.1,8,2,0,1,8,1,7.0,0,8,2,58,8,2,15.90,8,1,993.5,8,1
2015/3/28,5.7,8,1,0.0,8,1,0.2,8,2,,0,1,,0,1,,0,1,6.7,8,2,0,1,8,1,9.4,0,8,2,67,8,2,17.14,8,1,995.1,8,1
2015/3/29,2.6,8,1,0.0,8,1,1.6,8,2,,0,1,,0,1,,0,1,6.2,8,2,0,1,8,1,4.9,0,8,2,74,8,2,14.36,8,1,993.9,8,1
2015/3/30,3.2,8,1,0.0,8,1,8.7,8,2,,0,1,,0,1,,0,1,4.8,8,2,0,1,8,1,7.2,0,8,2,72,8,2,17.31,8,1,1000.0,8,1
2015/3/31,4.5,8,1,8.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,5.0,8,2,6.5,0,8,1,0.2,0,8,2,75,8,2,5.60,8,1,995.6,8,1
2015/4/1,1.2,8,1,2.5,8,1,9.3,8,2,,0,1,,0,1,,0,1,3.5,8,2,1.5,0,8,1,10.4,0,8,2,65,8,2,20.63,8,1,997.4,8,1
2015/4/2,2.5,8,1,0.0,8,1,8.0,8,2,,0,1,,0,1,,0,1,4.4,8,2,0,1,8,1,12.1,0,8,2,58,8,2,21.10,8,1,998.4,8,1
2015/4/3,2.0,8,1,25.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,4.0,8,2,10.5,0,8,1,0.0,0,8,2,89,8,2,1.46,8,1,982.6,8,1
2015/4/4,3.1,8,1,0.0,8,1,9.3,8,2,,0,1,,0,1,,0,1,5.2,8,2,0.0,0,8,1,8.3,0,8,2,62,8,2,19.08,8,1,1003.9,8,1
2015/4/5,3.6,8,1,0.0,8,1,9.8,8,2,,0,1,,0,1,,0,1,5.0,8,2,1.0,0,8,1,5.0,0,8,2,61,8,2,13.46,8,1,1002.7,8,1
2015/4/6,3.7,8,1,5.5,8,1,0.1,8,2,,0,1,,0,1,,0,1,5.2,8,2,0.0,0,8,1,0.2,0,8,2,80,8,2,3.79,8,1,993.2,8,1
2015/4/7,0.0,8,1,0.0,8,1,1.7,8,2,,0,1,,0,1,,0,1,0.6,8,2,1.0,0,8,1,3.5,0,8,2,65,8,2,12.51,8,1,1000.4,8,1
2016/3/15,-3.6,8,1,0.0,8,1,7.1,8,2,,0,1,,0,1,,0,1,-1.8,5,2,0.0,0,8,1,6.9,0,8,2,65,5,2,15.04,8,1,996.1,8,1
2016/3/16,0.8,8,1,0.0,8,1,3.5,8,2,,0,1,,0,1,,0,1,1.8,8,2,0,1,8,1,9.8,0,8,2,60,8,2,17.72,8,1,994.6,8,1
2016/3/17,3.5,8,1,0.0,8,1,7.5,8,2,,0,1,,0,1,,0,1,5.2,8,2,0,1,8,1,8.6,0,8,2,60,8,2,15.99,8,1,998.4,8,1
2016/3/18,3.9,8,1,0.0,8,1,7.6,8,2,,0,1,,0,1,,0,1,6.1,8,2,0,1,8,1,5.8,0,8,2,57,8,2,15.00,8,1,996.5,8,1
2016/3/19,2.7,8,1,0.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,4.6,8,2,0.0,0,8,1,0.0,0,8,2,85,8,2,4.62,8,1,989.7,8,1
2016/3/20,-2.5,8,1,0.0,8,1,3.7,8,2,,0,1,,0,1,,0,1,-0.9,8,2,0.0,0,8,1,5.1,0,8,2,61,8,2,14.97,8,1,996.9,8,1
2016/3/21,-2.8,8,1,0.0,8,1,0.9,8,2,,0,1,,0,1,,0,1,-2.7,8,2,0.5,0,8,1,4.8,0,8,2,73,8,2,15.92,8,1,997.6,8,1
2016/3/22,1.4,8,1,1.0,8,1,9.9,8,2,,0,1,,0,1,,0,1,-0.3,8,2,0.0,0,8,1,3.4,0,8,2,63,8,2,12.24,8,1,991.5,8,1
2016/3/23,-1.2,8,1,1.5,8,1,4.1,8,2,,0,1,,0,1,,0,1,-0.6,8,2,1.0,0,8,1,4.1,0,8,2,80,8,2,13.54,8,1,993.6,8,1
2016/3/24,-2.0,8,1,0.0,8,1,5.3,8,2,,0,1,,0,1,,0,1,-1.0,8,2,0.0,0,8,1,8.1,0,8,2,69,8,2,19.40,8,1,998.1,8,1
2016/3/25,-1.5,8,1,0.0,8,1,5.1,8,2,,0,1,,0,1,,0,1,-1.4,8,2,0.5,0,8,1,4.6,0,8,2,76,8,2,14.55,8,1,998.1,8,1
2016/3/26,-1.2,8,1,0.0,8,1,10.0,8,2,,0,1,,0,1,,0,1,1.3,8,2,0.5,0,8,1,7.0,0,8,2,70,8,2,19.40,8,1,1000.2,8,1
2016/3/27,3.6,8,1,4.5,8,1,9.3,8,2,,0,1,,0,1,,0,1,5.0,8,2,0,1,8,1,8.7,0,8,2,56,8,2,19.89,8,1,998.3,8,1
2016/3/28,1.5,8,1,3.0,8,1,9.8,8,2,,0,1,,0,1,,0,1,3.7,8,2,0.5,0,8,1,8.4,0,8,2,61,8,2,18.36,8,1,1000.3,8,1
2016/3/29,1.9,8,1,0.0,8,1,8.1,8,2,,0,1,,0,1,,0,1,2.9,8,2,0,1,8,1,10.6,0,8,2,63,8,2,18.74,8,1,1004.7,8,1
2016/3/30,4.8,8,1,0.5,8,1,4.9,8,2,,0,1,,0,1,,0,1,4.6,8,2,0.5,0,8,1,4.1,0,8,2,76,8,2,10.95,8,1,997.7,8,1
2016/3/31,2.4,8,1,0.0,8,1,2.0,8,2,,0,1,,0,1,,0,1,3.1,8,2,0.5,0,8,1,3.2,0,8,2,78,8,2,12.42,8,1,998.1,8,1
2016/4/1,1.4,8,1,0.0,8,1,6.6,8,2,,0,1,,0,1,,0,1,4.4,8,2,0.0,0,8,1,11.9,0,8,2,72,8,2,21.72,8,1,1008.8,8,1
2016/4/2,1.9,8,1,0.0,8,1,8.1,8,2,,0,1,,0,1,,0,1,3.3,8,2,0,1,8,1,7.3,0,8,2,69,8,2,18.45,8,1,1009.8,8,1
2016/4/3,5.3,8,1,2.5,8,1,5.9,8,2,,0,1,,0,1,,0,1,6.4,8,2,1.0,0,8,1,1.5,0,8,2,62,8,2,8.65,8,1,999.5,8,1
2016/4/4,3.8,8,1,0.0,8,1,11.0,8,2,,0,1,,0,1,,0,1,5.5,8,2,0,1,8,1,10.5,0,8,2,55,8,2,20.72,8,1,994.6,8,1
2016/4/5,2.8,8,1,21.5,8,1,3.4,8,2,,0,1,,0,1,,0,1,5.4,8,2,0.5,0,8,1,7.3,0,8,2,60,8,2,16.46,8,1,990.1,8,1
2016/4/6,5.2,8,1,0.0,8,1,11.0,8,2,,0,1,,0,1,,0,1,6.5,8,2,0.5,0,8,1,10.3,0,8,2,53,8,2,21.83,8,1,996.8,8,1
2016/4/7,7.0,8,1,0.0,8,1,6.5,8,2,,0,1,,0,1,,0,1,7.2,8,2,3.5,0,8,1,5.7,0,8,2,53,8,2,14.49,8,1,996.7,8,1
2017/3/15,-2.7,8,1,0.0,8,1,10.6,8,2,,0,1,,0,1,,0,1,-3.1,8,2,0,1,8,1,10.3,0,8,2,72,8,2,18.81,8,1,996.6,8,1
2017/3/16,0.2,8,1,1.5,8,1,1.0,8,2,,0,1,,0,1,,0,1,-0.5,8,2,1.0,0,8,1,0.7,0,8,2,82,8,2,10.12,8,1,994.8,8,1
2017/3/17,-0.7,8,1,0.0,8,1,9.1,8,2,,0,1,,0,1,,0,1,-0.1,8,2,0.5,0,8,1,3.7,0,8,2,71,8,2,12.47,8,1,998.6,8,1
2017/3/18,-2.0,8,1,0.0,8,1,7.4,8,2,,0,1,,0,1,,0,1,-1.5,8,2,0.0,0,8,1,6.6,0,8,2,73,8,2,16.08,8,1,999.5,8,1
2017/3/19,-0.6,8,1,0.0,8,1,8.1,8,2,,0,1,,0,1,,0,1,0.7,8,2,0.0,0,8,1,9.9,0,8,2,65,8,2,19.03,8,1,999.2,8,1
2017/3/20,-1.6,8,1,0.0,8,1,11.0,8,2,,0,1,,0,1,,0,1,0.7,8,2,0,1,8,1,10.8,0,8,2,67,8,2,19.88,8,1,1000.7,8,1
2017/3/21,-0.6,8,1,0.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,0.4,8,2,0.0,0,8,1,0.0,0,8,2,76,8,2,6.88,8,1,993.0,8,1
2017/3/22,0.7,8,1,5.0,8,1,1.2,8,2,,0,1,,0,1,,0,1,1.0,8,2,4.0,0,8,1,0.9,0,8,2,85,8,2,8.68,8,1,989.4,8,1
2017/3/23,-2.9,8,1,0.5,8,1,1.7,8,2,,0,1,,0,1,,0,1,-1.3,8,2,0.5,0,8,1,6.1,0,8,2,71,8,2,15.58,8,1,994.7,8,1
2017/3/24,-3.0,8,1,0.5,8,1,1.5,8,2,,0,1,,0,1,,0,1,-2.5,8,2,1.0,0,8,1,2.5,0,8,2,82,8,2,12.48,8,1,996.1,8,1
2017/3/25,-0.3,8,1,0.0,8,1,5.7,8,2,,0,1,,0,1,,0,1,0.1,8,2,0.5,0,8,1,3.1,0,8,2,75,8,2,13.31,8,1,1001.3,8,1
2017/3/26,-0.9,8,1,0.5,8,1,4.5,8,2,,0,1,,0,1,,0,1,0.2,8,2,0.0,0,8,1,6.3,0,8,2,72,8,2,14.84,8,1,1003.1,8,1
2017/3/27,1.1,8,1,0.0,8,1,7.8,8,2,,0,1,,0,1,,0,1,0.6,8,2,0,1,8,1,11.4,0,8,2,70,8,2,20.69,8,1,998.8,8,1
2017/3/28,1.1,8,1,0.5,8,1,4.0,8,2,,0,1,,0,1,,0,1,1.0,8,2,0.0,0,8,1,3.4,0,8,2,75,8,2,12.10,8,1,997.2,8,1
2017/3/29,0.1,8,1,0.0,8,1,8.3,8,2,,0,1,,0,1,,0,1,1.5,8,2,0,1,8,1,5.1,0,8,2,73,8,2,16.23,8,1,998.9,8,1
2017/3/30,-1.3,8,1,0.0,8,1,11.6,8,2,,0,1,,0,1,,0,1,0.6,8,2,0,1,8,1,7.3,0,8,2,67,8,2,16.26,8,1,999.8,8,1
2017/3/31,-1.3,8,1,0.0,8,1,11.8,8,2,,0,1,,0,1,,0,1,0.3,8,2,0,1,8,1,7.9,0,8,2,68,8,2,19.73,8,1,1001.7,8,1
2017/4/1,-1.2,8,1,0.0,8,1,11.8,8,2,,0,1,,0,1,,0,1,0.6,8,2,0,1,8,1,12.3,0,8,2,66,8,2,23.12,8,1,998.9,8,1
2017/4/2,1.5,8,1,0.0,8,1,1.1,8,2,,0,1,,0,1,,0,1,2.5,8,2,0,1,8,1,7.4,0,8,2,66,8,2,18.85,8,1,994.6,8,1
2017/4/3,2.8,8,1,0.0,8,1,1.4,8,2,,0,1,,0,1,,0,1,4.3,8,2,0,1,8,1,6.5,0,8,2,69,8,2,17.04,8,1,997.5,8,1
2017/4/4,3.7,8,1,0.0,8,1,5.1,8,2,,0,1,,0,1,,0,1,5.1,8,2,0.0,0,8,1,7.1,0,8,2,77,8,2,17.69,8,1,1004.0,8,1
2017/4/5,9.3,8,1,0.0,8,1,11.7,8,2,,0,1,,0,1,,0,1,7.3,8,2,0,1,8,1,11.3,0,8,2,62,8,2,21.49,8,1,1003.0,8,1
2017/4/6,9.8,8,1,3.0,8,1,4.7,8,2,,0,1,,0,1,,0,1,10.4,8,2,0.0,0,8,1,5.7,0,8,2,61,8,2,16.34,8,1,998.4,8,1
2017/4/7,4.1,8,1,13.0,8,1,7.6,8,2,,0,1,,0,1,,0,1,7.0,8,2,0.5,0,8,1,4.4,0,8,2,73,8,2,12.48,8,1,994.5,8,1
2018/3/15,-0.6,8,1,45.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,1.4,8,2,17.0,0,8,1,0.0,0,8,2,93,8,2,1.90,8,1,991.7,8,1
2018/3/16,-5.8,8,1,0.5,8,1,5.0,8,2,,0,1,,0,1,,0,1,-3.1,8,2,1.5,0,8,1,6.0,0,8,2,75,8,2,16.07,8,1,997.8,8,1
2018/3/17,-3.6,8,1,1.5,8,1,3.6,8,2,,0,1,,0,1,,0,1,-5.2,8,2,1.5,0,8,1,4.0,0,8,2,80,8,2,14.30,8,1,1005.7,8,1
2018/3/18,3.6,8,1,0.0,8,1,1.2,8,2,,0,1,,0,1,,0,1,2.3,8,2,0.5,0,8,1,4.5,0,8,2,65,8,2,15.45,8,1,1000.1,8,1
2018/3/19,-1.1,8,1,0.0,8,1,0.4,8,2,,0,1,,0,1,,0,1,-0.6,8,2,2.0,0,8,1,0.4,0,8,2,77,8,2,7.81,8,1,994.6,8,1
2018/3/20,-5.5,8,1,0.5,8,1,6.7,8,2,,0,1,,0,1,,0,1,-4.9,8,2,1.0,0,8,1,8.1,0,8,2,71,8,2,17.12,8,1,1006.0,8,1
2018/3/21,-2.2,8,1,0.0,8,1,4.5,8,2,,0,1,,0,1,,0,1,-3.4,8,2,0.0,0,8,1,11.7,0,8,2,63,8,2,21.26,8,1,1004.9,8,1
2018/3/22,-0.8,8,1,0.0,8,1,8.5,8,2,,0,1,,0,1,,0,1,-0.4,8,2,0,1,8,1,5.9,0,8,2,64,8,2,17.01,8,1,994.3,8,1
2018/3/23,-2.8,8,1,0.0,8,1,7.9,8,2,,0,1,,0,1,,0,1,-0.2,8,2,0,1,8,1,2.1,0,4,2,65,8,2,18.68,8,1,995.0,8,1
2018/3/24,-0.8,8,1,3.5,8,1,2.1,8,2,,0,1,,0,1,,0,1,1.3,8,2,0,1,8,1,,,1,2,65,8,2,17.30,8,1,998.1,8,1
2018/3/25,3.5,8,1,10.5,8,1,5.2,8,2,,0,1,,0,1,,0,1,4.9,8,2,1.5,0,8,1,,,1,2,65,8,2,20.22,8,1,994.9,8,1
2018/3/26,1.8,8,1,0.5,8,1,6.7,8,2,,0,1,,0,1,,0,1,2.6,8,2,0.0,0,8,1,1.2,0,4,2,77,8,2,10.25,8,1,997.7,8,1
2018/3/27,5.1,8,1,0.0,8,1,11.0,8,2,,0,1,,0,1,,0,1,4.2,8,2,0,1,8,1,2.0,0,4,2,67,8,2,20.45,8,1,998.8,8,1
2018/3/28,10.8,8,1,0.0,8,1,6.6,8,2,,0,1,,0,1,,0,1,9.2,8,2,0,1,8,1,8.3,0,8,2,62,8,2,17.34,8,1,991.0,8,1
2018/3/29,3.2,8,1,0.0,8,1,11.1,8,2,,0,1,,0,1,,0,1,6.3,8,2,0,1,8,1,9.8,0,8,2,66,8,2,20.78,8,1,994.5,8,1
2018/3/30,1.0,8,1,0.0,8,1,10.8,8,2,,0,1,,0,1,,0,1,2.3,8,2,0,1,8,1,10.7,0,8,2,58,8,2,20.46,8,1,1002.8,8,1
2018/3/31,4.7,8,1,0.0,8,1,8.2,8,2,,0,1,,0,1,,0,1,5.2,8,2,0,1,8,1,10.6,0,8,2,53,8,2,19.51,8,1,1000.6,8,1
2018/4/1,1.6,8,1,0.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,4.6,8,2,0.0,0,8,1,0.0,0,8,2,82,8,2,8.14,8,1,1001.2,8,1
2018/4/2,4.1,8,1,0.0,8,1,10.3,8,2,,0,1,,0,1,,0,1,5.5,8,2,0,1,8,1,11.5,0,8,2,73,8,2,22.19,8,1,999.9,8,1
2018/4/3,6.5,8,1,2.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,4.6,8,2,2.0,0,8,1,0.0,0,8,2,90,8,2,1.73,8,1,994.6,8,1
2018/4/4,2.2,8,1,0.0,8,1,6.4,8,2,,0,1,,0,1,,0,1,2.1,8,2,1.0,0,8,1,4.9,0,8,2,67,8,2,14.91,8,1,995.8,8,1
2018/4/5,0.3,8,1,0.0,8,1,2.0,8,2,,0,1,,0,1,,0,1,0.2,8,2,1.5,0,8,1,3.8,0,8,2,59,8,2,15.70,8,1,998.9,8,1
2018/4/6,1.2,8,1,0.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,1.1,8,2,0.0,0,8,1,0.0,0,8,2,68,8,2,8.43,8,1,993.8,8,1
2018/4/7,0.6,8,1,0.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,1.2,8,2,2.0,0,8,1,0.0,0,8,2,86,8,2,5.58,8,1,982.7,8,1
2019/3/15,-2.7,8,1,0.0,8,1,2.0,8,2,,0,1,,0,1,,0,1,-0.3,8,2,0.0,0,8,1,2.8,0,8,2,78,8,2,12.52,8,1,1000.5,8,1
2019/3/16,-1.3,8,1,0.0,8,1,3.5,8,2,,0,1,,0,1,,0,1,-0.6,8,2,3.0,0,8,1,4.7,0,8,2,87,8,2,14.37,8,1,995.2,8,1
2019/3/17,0.7,8,1,0.0,8,1,6.5,8,2,,0,1,,0,1,,0,1,0.2,8,2,0.0,0,8,1,7.7,0,8,2,74,8,2,16.69,8,1,997.4,8,1
2019/3/18,4.1,8,1,0.0,8,1,6.2,8,2,,0,1,,0,1,,0,1,2.7,8,2,0.0,0,8,1,10.9,0,8,2,60,8,2,19.05,8,1,998.3,8,1
2019/3/19,4.9,8,1,0.0,8,1,0.2,8,2,,0,1,,0,1,,0,1,6.3,8,2,0,1,8,1,2.1,0,8,2,70,8,2,10.66,8,1,995.0,8,1
2019/3/20,4.3,8,1,0.5,8,1,1.6,8,2,,0,1,,0,1,,0,1,5.6,8,2,0,1,8,1,8.5,0,8,2,76,8,2,15.93,8,1,995.6,8,1
2019/3/21,-1.5,8,1,3.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,1.5,8,2,9.5,0,8,1,0.0,0,8,2,84,8,2,7.39,8,1,986.8,8,1
2019/3/22,-4.0,8,1,3.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,-1.9,8,2,17.5,0,8,1,0.8,0,8,2,86,8,2,8.86,8,1,983.0,8,1
2019/3/23,-6.3,8,1,1.0,8,1,3.1,8,2,,0,1,,0,1,,0,1,-5.6,8,2,1.5,0,8,1,6.3,0,8,2,79,8,2,15.79,8,1,992.5,8,1
2019/3/24,-5.6,8,1,4.0,8,1,0.6,8,2,,0,1,,0,1,,0,1,-5.0,8,2,1.5,0,8,1,4.0,0,8,2,80,8,2,15.13,8,1,991.2,8,1
2019/3/25,-0.8,8,1,9.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,1.3,8,2,2.0,0,8,1,0.5,0,8,2,80,8,2,9.13,8,1,991.6,8,1
2019/3/26,1.9,8,1,2.5,8,1,1.3,8,2,,0,1,,0,1,,0,1,2.1,8,2,1.0,0,8,1,3.9,0,8,2,79,8,2,10.85,8,1,987.0,8,1
2019/3/27,-1.4,8,1,1.0,8,1,3.2,8,2,,0,1,,0,1,,0,1,-1.0,8,2,3.5,0,8,1,1.6,0,8,2,84,8,2,10.41,8,1,986.4,8,1
2019/3/28,-3.7,8,1,2.5,8,1,4.9,8,2,,0,1,,0,1,,0,1,-2.5,8,2,2.0,0,8,1,5.0,0,8,2,83,8,2,16.41,8,1,988.2,8,1
2019/3/29,-5.7,8,1,0.0,8,1,3.0,8,2,,0,1,,0,1,,0,1,-3.3,8,2,1.5,0,8,1,3.9,0,8,2,82,8,2,13.33,8,1,997.7,8,1
2019/3/30,-3.3,8,1,0.5,8,1,8.7,8,2,,0,1,,0,1,,0,1,-2.1,8,2,0.0,0,8,1,9.3,0,8,2,65,8,2,20.67,8,1,999.8,8,1
2019/3/31,-2.5,8,1,0.0,8,1,9.7,8,2,,0,1,,0,1,,0,1,-0.5,8,2,0,1,8,1,6.8,0,8,2,57,8,2,17.24,8,1,994.1,8,1
2019/4/1,-2.7,8,1,0.0,8,1,9.3,8,2,,0,1,,0,1,,0,1,-1.1,8,2,0,1,8,1,9.2,0,8,2,60,8,2,19.94,8,1,995.2,8,1
2019/4/2,-2.1,8,1,0.0,8,1,11.8,8,2,,0,1,,0,1,,0,1,0.0,8,2,0.0,0,8,1,8.8,0,8,2,66,8,2,19.51,8,1,992.0,8,1
2019/4/3,-2.0,8,1,0.5,8,1,4.3,8,2,,0,1,,0,1,,0,1,-0.4,8,2,0.0,0,8,1,6.4,0,8,2,71,8,2,17.59,8,1,994.1,8,1
2019/4/4,-0.4,8,1,0.0,8,1,9.5,8,2,,0,1,,0,1,,0,1,1.1,8,2,0,1,8,1,11.3,0,8,2,62,8,2,22.99,8,1,990.1,8,1
2019/4/5,1.4,8,1,2.0,8,1,2.9,8,2,,0,1,,0,1,,0,1,0.1,8,2,4.0,0,8,1,2.5,0,8,2,87,8,2,6.31,8,1,979.5,8,1
2019/4/6,1.0,8,1,1.5,8,1,0.4,8,2,,0,1,,0,1,,0,1,2.0,8,2,3.0,0,8,1,3.3,0,8,2,83,8,2,13.48,8,1,981.6,8,1
2019/4/7,1.3,8,1,0.0,8,1,5.1,8,2,,0,1,,0,1,,0,1,3.2,8,2,0.0,0,8,1,7.0,0,8,2,71,8,2,19.69,8,1,986.7,8,1
2020/3/15,-3.6,8,1,1.5,8,1,4.4,8,2,,0,1,,0,1,,0,1,-2.5,8,2,0.0,0,8,1,9.2,0,8,2,64,8,2,18.97,8,1,989.7,8,1
2020/3/16,-5.2,8,1,0.0,8,1,8.3,8,2,,0,1,,0,1,,0,1,-3.2,8,2,0.5,0,8,1,6.4,0,8,2,70,8,2,15.71,8,1,991.5,8,1
2020/3/17,-2.7,8,1,0.0,8,1,3.3,8,2,,0,1,,0,1,,0,1,-0.9,8,2,0.0,0,8,1,6.5,0,8,2,69,8,2,14.28,8,1,990.7,8,1
2020/3/18,1.7,8,1,0.0,8,1,7.6,8,2,,0,1,,0,1,,0,1,2.2,8,2,0,1,8,1,10.4,0,8,2,71,8,2,18.61,8,1,989.8,8,1
2020/3/19,6.1,8,1,0.0,8,1,5.6,8,2,,0,1,,0,1,,0,1,6.0,8,2,0,1,8,1,7.4,0,8,2,59,8,2,15.63,8,1,988.2,8,1
2020/3/20,4.1,8,1,4.5,8,1,1.7,8,2,,0,1,,0,1,,0,1,4.3,8,2,9.5,0,8,1,0.3,0,8,2,78,8,2,6.15,8,1,970.0,8,1
2020/3/21,2.7,8,1,2.5,8,1,7.9,8,2,,0,1,,0,1,,0,1,3.6,8,2,4.5,0,8,1,7.4,0,8,2,64,8,2,17.23,8,1,982.8,8,1
2020/3/22,1.9,8,1,0.0,8,1,9.1,8,2,,0,1,,0,1,,0,1,3.8,8,2,1.0,0,8,1,8.7,0,8,2,62,8,2,16.35,8,1,988.7,8,1
2020/3/23,0.0,8,1,0.0,8,1,5.7,8,2,,0,1,,0,1,,0,1,0.8,8,2,1.5,0,8,1,5.5,0,8,2,88,8,2,16.00,8,1,991.4,8,1
2020/3/24,-1.1,8,1,0.0,8,1,5.2,8,2,,0,1,,0,1,,0,1,-1.1,8,2,3.5,0,8,1,3.4,0,8,2,81,8,2,12.00,8,1,995.8,8,1
2020/3/25,-0.8,8,1,0.0,8,1,8.0,8,2,,0,1,,0,1,,0,1,0.8,8,2,0,1,8,1,7.7,0,8,2,70,8,2,17.32,8,1,997.9,8,1
2020/3/26,0.3,8,1,0.0,8,1,11.3,8,2,,0,1,,0,1,,0,1,3.6,8,2,0.5,0,8,1,10.3,0,8,2,65,8,2,21.14,8,1,999.5,8,1
2020/3/27,5.0,8,1,4.5,8,1,3.9,8,2,,0,1,,0,1,,0,1,5.5,8,2,0.5,0,8,1,6.1,0,8,2,69,8,2,14.96,8,1,994.4,8,1
2020/3/28,1.5,8,1,3.0,8,1,3.2,8,2,,0,1,,0,1,,0,1,2.2,8,2,0.5,0,8,1,5.1,0,8,2,64,8,2,15.67,8,1,995.0,8,1
2020/3/29,1.8,8,1,0.0,8,1,9.6,8,2,,0,1,,0,1,,0,1,2.0,8,2,0.0,0,8,1,12.1,0,8,2,55,8,2,21.05,8,1,1003.8,8,1
2020/3/30,3.5,8,1,0.0,8,1,9.3,8,2,,0,1,,0,1,,0,1,3.0,8,2,0,1,8,1,12.1,0,8,2,62,8,2,22.50,8,1,1004.2,8,1
2020/3/31,5.5,8,1,0.0,8,1,10.2,8,2,,0,1,,0,1,,0,1,6.0,8,2,0,1,8,1,10.7,0,8,2,54,8,2,21.55,8,1,1003.3,8,1
2020/4/1,4.5,8,1,0.0,8,1,8.5,8,2,,0,1,,0,1,,0,1,8.2,8,2,0,1,8,1,9.0,0,8,2,60,8,2,19.08,8,1,994.9,8,1
2020/4/2,4.1,8,1,0.0,8,1,4.9,8,2,,0,1,,0,1,,0,1,4.8,8,2,0.0,0,8,1,1.0,0,8,2,60,8,2,8.87,8,1,988.9,8,1
